FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,HST,AS,AST
1,3,Away,0,2,Away,12,6,10,3
2,0,Home,1,0,Home,6,4,16,7
1,0,Home,0,0,Draw,7,3,12,2
1,1,Draw,1,1,Draw,11,4,7,2
1,4,Away,1,1,Draw,11,3,15,7
1,1,Draw,0,0,Draw,14,5,15,2
1,3,Away,0,2,Away,17,4,17,8
4,1,Home,2,1,Home,17,8,14,2
1,1,Draw,1,1,Draw,21,7,8,2
4,0,Home,1,0,Home,13,7,5,0
4,0,Home,1,0,Home,16,7,6,2
2,1,Home,0,1,Away,16,6,11,4
1,3,Away,0,2,Away,8,3,17,11
1,1,Draw,0,1,Away,11,2,15,7
1,0,Home,1,0,Home,7,2,10,5
4,0,Home,3,0,Home,21,7,4,1
0,0,Draw,0,0,Draw,17,6,9,1
4,3,Home,1,0,Home,22,9,9,5
0,2,Away,0,1,Away,6,2,15,6
1,1,Draw,1,1,Draw,19,4,14,4
0,2,Away,0,1,Away,16,4,7,2
0,1,Away,0,0,Draw,8,3,15,5
0,1,Away,0,1,Away,5,0,9,4
1,4,Away,0,3,Away,11,5,16,10
1,1,Draw,0,0,Draw,13,2,14,5
1,1,Draw,0,1,Away,9,5,16,4
1,1,Draw,0,0,Draw,8,4,13,7
1,1,Draw,1,1,Draw,9,4,14,4
5,0,Home,2,0,Home,20,10,9,2
2,3,Away,2,1,Home,15,7,21,12
2,1,Home,1,1,Draw,29,8,11,3
1,1,Draw,1,1,Draw,22,7,8,4
3,0,Home,0,0,Draw,17,7,3,0
2,1,Home,2,0,Home,14,4,8,1
1,1,Draw,1,1,Draw,5,2,15,6
3,1,Home,1,0,Home,15,7,7,3
1,1,Draw,1,0,Home,9,2,19,5
3,1,Home,1,0,Home,14,7,8,4
0,2,Away,0,0,Draw,5,2,21,10
1,1,Draw,0,0,Draw,14,5,9,4
1,2,Away,0,2,Away,9,2,7,5
1,0,Home,0,0,Draw,5,4,15,3
2,4,Away,1,2,Away,8,5,18,7
1,1,Draw,1,1,Draw,18,5,11,4
1,3,Away,0,0,Draw,10,5,9,6
1,1,Draw,0,0,Draw,18,4,8,1
0,3,Away,0,1,Away,10,2,12,6
2,2,Draw,2,1,Home,14,7,22,3
3,0,Home,1,0,Home,15,7,8,3
2,2,Draw,2,0,Home,16,5,15,8
5,0,Home,3,0,Home,9,8,5,1
2,3,Away,1,1,Draw,15,5,16,8
2,1,Home,2,0,Home,14,8,17,5
4,3,Home,2,2,Draw,15,5,15,6
1,1,Draw,0,1,Away,15,3,9,4
1,2,Away,0,1,Away,1,1,10,4
3,3,Draw,1,2,Away,13,8,20,9
1,1,Draw,1,0,Home,15,6,10,5
0,2,Away,0,2,Away,13,6,19,8
1,1,Draw,1,0,Home,8,3,10,3
2,5,Away,1,0,Home,9,3,15,8
1,3,Away,0,3,Away,19,6,22,8
1,2,Away,1,1,Draw,10,4,10,3
